hr,rr,spo2,temp,time
67,15,94,36.6,2021/03/06 11:38:56
99,18,90,37.8,2021/03/06 11:38:59
94,14,89,36.5,2021/03/06 11:39:02
101,21,98,37.1,2021/03/06 11:39:05
100,16,95,37.5,2021/03/06 11:39:08
97,15,97,37.6,2021/03/06 11:39:11
100,17,92,37,2021/03/06 11:39:14
98,16,91,36.1,2021/03/06 11:39:17
88,20,94,36.6,2021/03/06 11:39:20
80,14,98,37,2021/03/06 11:39:23
113,23,96,37,2021/03/06 11:39:26
70,24,94,36.3,2021/03/06 11:39:29
70,16,94,38,2021/03/06 11:39:32
95,23,93,36.4,2021/03/06 11:39:35
111,20,97,37,2021/03/06 11:39:38
112,17,97,36.1,2021/03/06 11:39:41
94,22,96,36.5,2021/03/06 11:39:44
104,14,98,36.5,2021/03/06 11:39:47
83,19,90,36.5,2021/03/06 11:39:50
92,21,97,36.7,2021/03/06 11:39:53
66,16,97,37.2,2021/03/06 11:39:56
69,16,91,36.2,2021/03/06 11:39:59
83,23,95,36.6,2021/03/06 11:40:02
85,14,91,37,2021/03/06 11:40:05
87,17,90,37.4,2021/03/06 11:40:08
73,22,94,37,2021/03/06 11:40:11
67,19,98,36.2,2021/03/06 11:40:14
73,22,88,37.7,2021/03/06 11:40:17
96,16,97,37.5,2021/03/06 11:40:20
104,24,95,36.9,2021/03/06 11:40:23
77,15,94,37.1,2021/03/06 11:40:26
87,24,96,37.1,2021/03/06 11:40:29
78,23,95,37,2021/03/06 11:40:32
79,16,99,36.2,2021/03/06 11:40:35
94,20,92,37.9,2021/03/06 11:40:38
83,19,92,37.6,2021/03/06 11:40:41
77,18,97,36.5,2021/03/06 11:40:44
108,14,94,36.3,2021/03/06 11:40:47
73,15,97,37.3,2021/03/06 11:40:50
104,16,91,36.7,2021/03/06 11:40:53
93,16,96,36.9,2021/03/06 11:40:56
108,22,93,36.3,2021/03/06 11:40:59
114,18,94,36.5,2021/03/06 11:41:02
107,20,89,37.2,2021/03/06 11:41:05
80,15,95,37.2,2021/03/06 11:41:08
70,19,95,36.3,2021/03/06 11:41:11
91,20,97,37.5,2021/03/06 11:41:14
102,19,96,37.8,2021/03/06 11:41:17
76,24,91,37.2,2021/03/06 11:41:20
108,17,93,37,2021/03/06 11:41:23
107,14,91,37.9,2021/03/06 11:41:26
66,17,93,36.1,2021/03/06 11:41:29
73,17,91,37.7,2021/03/06 11:41:32
112,16,94,36.5,2021/03/06 11:41:35
111,16,91,37.3,2021/03/06 11:41:38
88,18,91,36.2,2021/03/06 11:41:41
105,20,94,37.1,2021/03/06 11:41:44
96,15,96,37.8,2021/03/06 11:41:47
78,18,97,36.7,2021/03/06 11:41:50
63,20,95,37.1,2021/03/06 11:41:53
86,20,91,36.1,2021/03/06 11:41:56
93,15,94,36.9,2021/03/06 11:41:59
89,22,91,36.8,2021/03/06 11:42:02
70,23,91,37.4,2021/03/06 11:42:05
94,15,92,37.8,2021/03/06 11:42:08
63,22,93,36.6,2021/03/06 11:42:11
66,17,93,37.6,2021/03/06 11:42:14
102,16,93,37.2,2021/03/06 11:42:17
86,19,91,36.6,2021/03/06 11:42:20
76,15,97,36.2,2021/03/06 11:42:23
92,17,90,36.9,2021/03/06 11:42:26
82,19,92,36.9,2021/03/06 11:42:29
63,18,95,37.1,2021/03/06 11:42:32
79,15,93,37.6,2021/03/06 11:42:35
80,16,98,37.3,2021/03/06 11:42:38
111,15,90,36.7,2021/03/06 11:42:41
100,13,96,37.1,2021/03/06 11:42:44
82,15,93,36.2,2021/03/06 11:42:47
65,18,94,36.6,2021/03/06 11:42:50
110,18,88,36.3,2021/03/06 11:42:53
68,21,98,37.4,2021/03/06 11:42:56
82,16,88,37.2,2021/03/06 11:42:59
99,16,97,37.6,2021/03/06 11:43:02
65,16,89,37.2,2021/03/06 11:43:05
95,16,92,36.6,2021/03/06 11:43:08
92,18,92,37.9,2021/03/06 11:43:11
79,21,94,36.1,2021/03/06 11:43:14
83,16,95,36.6,2021/03/06 11:43:17
67,22,92,37.3,2021/03/06 11:43:20
105,20,91,37.7,2021/03/06 11:43:23
93,18,93,37.6,2021/03/06 11:43:26
96,13,98,36.7,2021/03/06 11:43:29
101,23,89,36.6,2021/03/06 11:43:32
99,14,92,37.6,2021/03/06 11:43:35
75,16,96,37.2,2021/03/06 11:43:38
85,17,97,37.6,2021/03/06 11:43:41
106,22,89,36.4,2021/03/06 11:43:44
64,14,93,37.4,2021/03/06 11:43:47
79,18,92,38,2021/03/06 11:43:50
87,16,92,36,2021/03/06 11:43:53
100,17,93,37.1,2021/03/06 11:43:56
64,24,97,36.2,2021/03/06 11:43:59
109,15,96,36.3,2021/03/06 11:44:02
63,21,93,37.4,2021/03/06 11:44:05
72,15,93,36.7,2021/03/06 11:44:08
86,18,91,37.1,2021/03/06 11:44:11
65,20,93,36.8,2021/03/06 11:44:14
93,23,97,37.2,2021/03/06 11:44:17
107,16,91,36.1,2021/03/06 11:44:20
69,15,96,37.5,2021/03/06 11:44:23
96,14,89,37.6,2021/03/06 11:44:26
97,15,97,37.9,2021/03/06 11:44:29
75,22,93,37.2,2021/03/06 11:44:32
78,16,90,36.8,2021/03/06 11:44:35
97,21,98,37.4,2021/03/06 11:44:38
93,19,96,36.8,2021/03/06 11:44:41
70,17,99,37.4,2021/03/06 11:44:44
107,20,90,36.6,2021/03/06 11:44:47
78,24,89,37,2021/03/06 11:44:50
102,15,89,36.9,2021/03/06 11:44:53
68,17,92,37.2,2021/03/06 11:44:56
74,18,90,36.2,2021/03/06 11:44:59
83,16,91,36.3,2021/03/06 11:45:02
101,21,99,36.7,2021/03/06 11:45:05
82,17,90,37.1,2021/03/06 11:45:08
75,22,91,36.7,2021/03/06 11:45:11
65,21,94,36.1,2021/03/06 11:45:14
104,16,95,37.3,2021/03/06 11:45:17
99,15,98,37.7,2021/03/06 11:45:20
79,19,95,36.6,2021/03/06 11:45:23
62,20,90,36.7,2021/03/06 11:45:26
82,17,97,37.4,2021/03/06 11:45:29
104,18,93,36.7,2021/03/06 11:45:32
100,15,94,36.2,2021/03/06 11:45:35
90,16,92,36.6,2021/03/06 11:45:38
99,22,94,36.2,2021/03/06 11:45:41
74,13,96,36.6,2021/03/06 11:45:44
79,15,90,36.9,2021/03/06 11:45:47
88,14,98,36.2,2021/03/06 11:45:50
85,16,94,37.1,2021/03/06 11:45:53
66,16,91,37.8,2021/03/06 11:45:56
88,16,92,37.8,2021/03/06 11:45:59
70,19,91,36.2,2021/03/06 11:46:02
97,21,97,36.9,2021/03/06 11:46:05
80,18,95,36.6,2021/03/06 11:46:08
68,19,92,37.8,2021/03/06 11:46:11
108,15,92,37.1,2021/03/06 11:46:14
104,15,98,36.2,2021/03/06 11:46:17
102,17,90,36.3,2021/03/06 11:46:20
96,17,93,37.8,2021/03/06 11:46:23
69,17,92,37.6,2021/03/06 11:46:26
96,20,98,37.7,2021/03/06 11:46:29
85,18,95,37.6,2021/03/06 11:46:32
82,20,93,37.4,2021/03/06 11:46:35
84,15,91,36.2,2021/03/06 11:46:38
74,18,94,37.9,2021/03/06 11:46:41
74,15,97,37.3,2021/03/06 11:46:44
102,14,95,37.7,2021/03/06 11:46:47
92,16,99,37.3,2021/03/06 11:46:50
85,18,96,37.9,2021/03/06 11:46:53
84,16,95,37.1,2021/03/06 11:46:56
65,19,93,37.6,2021/03/06 11:46:59
65,20,91,37.6,2021/03/06 11:47:02
61,21,90,36.9,2021/03/06 11:47:05
85,19,93,37.4,2021/03/06 11:47:08
92,24,96,37.1,2021/03/06 11:47:11
78,21,91,37.5,2021/03/06 11:47:14
60,16,89,36.2,2021/03/06 11:47:17
81,21,98,37.6,2021/03/06 11:47:20
96,21,91,37.8,2021/03/06 11:47:23
98,22,95,37.3,2021/03/06 11:47:26
92,15,96,37.1,2021/03/06 11:47:29
67,22,92,37.9,2021/03/06 11:47:32
69,17,91,36.7,2021/03/06 11:47:35
67,17,95,37.7,2021/03/06 11:47:38
110,13,95,37.8,2021/03/06 11:47:41
100,21,96,37.8,2021/03/06 11:47:44
66,18,91,36.8,2021/03/06 11:47:47
83,18,94,37.1,2021/03/06 11:47:50
73,21,97,37.2,2021/03/06 11:47:53
108,20,95,36.9,2021/03/06 11:47:56
91,14,90,36.1,2021/03/06 11:47:59
90,19,95,37.8,2021/03/06 11:48:02
102,20,93,36.1,2021/03/06 11:48:05
105,18,99,37.4,2021/03/06 11:48:08
110,21,94,37.5,2021/03/06 11:48:11
76,23,97,37.8,2021/03/06 11:48:14
64,20,91,36.3,2021/03/06 11:48:17
66,16,99,36.9,2021/03/06 11:48:20
92,15,96,38,2021/03/06 11:48:23
87,18,96,36.7,2021/03/06 11:48:26
81,18,98,36.1,2021/03/06 11:48:29
106,18,97,37.9,2021/03/06 11:48:32
101,16,91,36.4,2021/03/06 11:48:35
76,22,96,36.7,2021/03/06 11:48:38
111,19,95,37,2021/03/06 11:48:41
81,16,92,37.2,2021/03/06 11:48:44
83,20,94,36.2,2021/03/06 11:48:47
97,23,94,36.4,2021/03/06 11:48:50
67,16,91,37.1,2021/03/06 11:48:53
103,13,97,37.8,2021/03/06 11:48:56
114,19,98,37.4,2021/03/06 11:48:59
68,21,89,36.3,2021/03/06 11:49:02
86,18,90,36.5,2021/03/06 11:49:05
104,16,95,37,2021/03/06 11:49:08
104,14,96,37.2,2021/03/06 11:49:11
90,20,90,36.3,2021/03/06 11:49:14
107,20,97,36.3,2021/03/06 11:49:17
92,20,97,36.7,2021/03/06 11:49:20
69,17,89,37.2,2021/03/06 11:49:23
100,19,99,37.1,2021/03/06 11:49:26
112,14,89,37.3,2021/03/06 11:49:29
84,17,98,36.4,2021/03/06 11:49:32
70,18,90,37,2021/03/06 11:49:35
92,20,97,37.3,2021/03/06 11:49:38
66,18,92,36.4,2021/03/06 11:49:41
64,17,88,37.4,2021/03/06 11:49:44
73,16,92,37.7,2021/03/06 11:49:47
99,20,96,37.9,2021/03/06 11:49:50
68,19,94,37.8,2021/03/06 11:49:53
63,17,92,37.3,2021/03/06 11:49:56
86,17,91,36.9,2021/03/06 11:49:59
79,14,97,37.2,2021/03/06 11:50:02
79,22,95,36.5,2021/03/06 11:50:05
76,18,95,37.6,2021/03/06 11:50:08
91,13,98,36.4,2021/03/06 11:50:11
86,19,94,36.2,2021/03/06 11:50:14
85,20,94,37.3,2021/03/06 11:50:17
85,21,91,37,2021/03/06 11:50:20
95,17,90,36.8,2021/03/06 11:50:23
107,14,98,36.9,2021/03/06 11:50:26
97,16,96,36.5,2021/03/06 11:50:29
90,15,91,36.6,2021/03/06 11:50:32
81,19,93,36.6,2021/03/06 11:50:35
95,15,92,36.4,2021/03/06 11:50:38
99,14,95,37,2021/03/06 11:50:41
72,19,89,37.7,2021/03/06 11:50:44
105,16,93,38,2021/03/06 11:50:47
98,21,91,36.6,2021/03/06 11:50:50
84,23,94,36.2,2021/03/06 11:50:53
62,18,96,36.1,2021/03/06 11:50:56
69,16,88,37.8,2021/03/06 11:50:59
83,14,98,36.2,2021/03/06 11:51:02
80,23,98,36.7,2021/03/06 11:51:05
87,19,90,36.2,2021/03/06 11:51:08
88,16,89,36.4,2021/03/06 11:51:11
92,20,90,37.7,2021/03/06 11:51:14
106,23,95,36.3,2021/03/06 11:51:17
69,21,93,36.7,2021/03/06 11:51:20
70,20,93,36.6,2021/03/06 11:51:23
106,16,97,38,2021/03/06 11:51:26
85,20,96,36.2,2021/03/06 11:51:29
82,20,94,37.8,2021/03/06 11:51:32
90,15,92,36.9,2021/03/06 11:51:35
79,17,97,37.1,2021/03/06 11:51:38
77,21,96,36.1,2021/03/06 11:51:41
106,22,95,37.2,2021/03/06 11:51:44
82,20,93,37.1,2021/03/06 11:51:47
106,17,95,36.1,2021/03/06 11:51:50
93,19,91,36,2021/03/06 11:51:53
90,23,91,37.8,2021/03/06 11:51:56
77,20,93,37.1,2021/03/06 11:51:59
104,18,98,37.1,2021/03/06 11:52:02
105,14,95,37.4,2021/03/06 11:52:05
72,23,96,36.8,2021/03/06 11:52:08
96,18,90,37.5,2021/03/06 11:52:11
85,19,96,37.5,2021/03/06 11:52:14
91,14,98,37.6,2021/03/06 11:52:17
67,18,90,38,2021/03/06 11:52:20
66,22,99,37,2021/03/06 11:52:23
80,23,96,37.4,2021/03/06 11:52:26
76,13,90,36.3,2021/03/06 11:52:29
70,20,95,37,2021/03/06 11:52:32
100,15,94,37.4,2021/03/06 11:52:35
76,22,96,38,2021/03/06 11:52:38
95,15,90,37.8,2021/03/06 11:52:41
72,17,90,36.3,2021/03/06 11:52:44
101,16,97,37.3,2021/03/06 11:52:47
83,20,92,37.8,2021/03/06 11:52:50
77,17,94,37.3,2021/03/06 11:52:53
90,20,92,37.2,2021/03/06 11:52:56
76,13,91,36.9,2021/03/06 11:52:59
91,20,94,37.5,2021/03/06 11:53:02
105,14,90,37.2,2021/03/06 11:53:05
77,20,95,38,2021/03/06 11:53:08
90,22,91,36.4,2021/03/06 11:53:11
69,18,91,37.2,2021/03/06 11:53:14
95,19,99,36.3,2021/03/06 11:53:17
110,19,88,37,2021/03/06 11:53:20
101,16,89,37.7,2021/03/06 11:53:23
110,20,97,36.1,2021/03/06 11:53:26
77,18,98,36.5,2021/03/06 11:53:29
97,16,96,37.5,2021/03/06 11:53:32
68,13,93,36.5,2021/03/06 11:53:35
103,16,90,37,2021/03/06 11:53:38
66,21,93,36.6,2021/03/06 11:53:41
66,24,88,36.9,2021/03/06 11:53:44
65,20,98,36.8,2021/03/06 11:53:47
94,20,95,37.3,2021/03/06 11:53:50
62,22,92,36.1,2021/03/06 11:53:53
85,17,95,36.8,2021/03/06 11:53:56
81,16,92,37,2021/03/06 11:53:59
72,22,89,36.5,2021/03/06 11:54:02
71,17,92,37.2,2021/03/06 11:54:05
100,24,98,37.9,2021/03/06 11:54:08
82,20,89,37.1,2021/03/06 11:54:11
81,13,99,36.2,2021/03/06 11:54:14
84,20,94,37.5,2021/03/06 11:54:17
95,20,95,36.4,2021/03/06 11:54:20
73,22,91,37.3,2021/03/06 11:54:23
111,15,92,37.6,2021/03/06 11:54:26
113,22,98,37.5,2021/03/06 11:54:29
73,16,91,37.8,2021/03/06 11:54:32
96,19,93,36.1,2021/03/06 11:54:35
89,21,98,37.3,2021/03/06 11:54:38
78,19,96,37.5,2021/03/06 11:54:41
108,23,90,37.2,2021/03/06 11:54:44
108,19,94,37.8,2021/03/06 11:54:47
90,19,91,36.7,2021/03/06 11:54:50
105,17,91,36,2021/03/06 11:54:53
81,16,91,36.5,2021/03/06 11:54:56
78,18,94,36.7,2021/03/06 11:54:59
84,23,94,36.2,2021/03/06 11:55:02
99,15,97,36.3,2021/03/06 11:55:05
104,23,90,37.5,2021/03/06 11:55:08
77,14,94,37.8,2021/03/06 11:55:11
74,21,93,37.4,2021/03/06 11:55:14
80,18,91,37.6,2021/03/06 11:55:17
69,15,98,38,2021/03/06 11:55:20
94,21,94,36.5,2021/03/06 11:55:23
96,18,93,36.7,2021/03/06 11:55:26
80,19,98,37.9,2021/03/06 11:55:29
90,14,91,37.7,2021/03/06 11:55:32
86,22,95,37.4,2021/03/06 11:55:35
107,24,89,37.7,2021/03/06 11:55:38
65,13,91,36.7,2021/03/06 11:55:41
102,18,92,37.8,2021/03/06 11:55:44
90,16,94,37.1,2021/03/06 11:55:47
98,22,96,36.5,2021/03/06 11:55:50
89,21,95,36.8,2021/03/06 11:55:53
70,16,91,37.1,2021/03/06 11:55:56
96,21,96,36.5,2021/03/06 11:55:59
70,21,90,37.6,2021/03/06 11:56:02
108,22,92,38,2021/03/06 11:56:05
81,19,95,37,2021/03/06 11:56:08
95,18,89,37.4,2021/03/06 11:56:11
70,15,95,37.7,2021/03/06 11:56:14
108,21,92,37.2,2021/03/06 11:56:17
104,15,96,37.7,2021/03/06 11:56:20
109,16,91,37.2,2021/03/06 11:56:23
84,19,92,36.4,2021/03/06 11:56:26
76,22,92,37.4,2021/03/06 11:56:29
105,20,94,36.2,2021/03/06 11:56:32
91,20,98,36.4,2021/03/06 11:56:35
83,18,97,37.2,2021/03/06 11:56:38
97,23,89,36.6,2021/03/06 11:56:41
110,19,93,37.5,2021/03/06 11:56:44
91,16,91,37.8,2021/03/06 11:56:47
62,22,95,36.9,2021/03/06 11:56:50
91,16,98,36.6,2021/03/06 11:56:53
79,18,94,37.8,2021/03/06 11:56:56
71,18,92,36.9,2021/03/06 11:56:59
95,17,96,37.3,2021/03/06 11:57:02
103,19,94,36.3,2021/03/06 11:57:05
111,21,93,36.2,2021/03/06 11:57:08
93,19,99,37.6,2021/03/06 11:57:11
64,16,91,37.1,2021/03/06 11:57:14
75,20,89,36.2,2021/03/06 11:57:17
103,23,94,36.9,2021/03/06 11:57:20
83,13,96,36.3,2021/03/06 11:57:23
70,16,93,36.6,2021/03/06 11:57:26
87,15,96,37.4,2021/03/06 11:57:29
69,16,93,36.2,2021/03/06 11:57:32
78,13,96,36.4,2021/03/06 11:57:35
112,13,98,36.7,2021/03/06 11:57:38
79,24,93,37.5,2021/03/06 11:57:41
110,17,95,36.4,2021/03/06 11:57:44
67,16,90,36.8,2021/03/06 11:57:47
75,14,89,36.7,2021/03/06 11:57:50
115,19,96,37.3,2021/03/06 11:57:53
76,15,95,36.1,2021/03/06 11:57:56
85,18,88,36.3,2021/03/06 11:57:59
66,15,97,36.3,2021/03/06 11:58:02
82,16,97,36.4,2021/03/06 11:58:05
112,15,95,36,2021/03/06 11:58:08
81,19,91,37.9,2021/03/06 11:58:11
99,13,89,36.5,2021/03/06 11:58:14
89,13,99,37.3,2021/03/06 11:58:17
73,13,96,37,2021/03/06 11:58:20
75,20,92,37.7,2021/03/06 11:58:23
107,16,98,37.2,2021/03/06 11:58:26
81,17,93,36.5,2021/03/06 11:58:29
78,15,93,36.3,2021/03/06 11:58:32
77,16,92,37.2,2021/03/06 11:58:35
99,21,90,37.2,2021/03/06 11:58:38
74,24,89,36.4,2021/03/06 11:58:41
65,19,95,37.1,2021/03/06 11:58:44
96,17,98,36.2,2021/03/06 11:58:47
72,16,92,37.6,2021/03/06 11:58:50
90,17,99,37,2021/03/06 11:58:53
96,17,94,37.9,2021/03/06 11:58:56
91,21,92,37.7,2021/03/06 11:58:59
78,17,92,37.9,2021/03/06 11:59:02
80,21,91,36.8,2021/03/06 11:59:05
67,14,93,36.2,2021/03/06 11:59:08
79,18,93,37.9,2021/03/06 11:59:11
92,20,90,36.8,2021/03/06 11:59:14
64,21,93,37.6,2021/03/06 11:59:17
75,22,97,36,2021/03/06 11:59:20
108,17,92,37.6,2021/03/06 11:59:23
108,22,96,36.8,2021/03/06 11:59:26
105,14,95,37.9,2021/03/06 11:59:29
69,15,97,36.6,2021/03/06 11:59:32
69,22,95,36.6,2021/03/06 11:59:35
98,21,91,36.9,2021/03/06 11:59:38
89,21,89,37.1,2021/03/06 11:59:41
74,18,95,36.2,2021/03/06 11:59:44
70,15,88,36.4,2021/03/06 11:59:47
79,17,92,37.5,2021/03/06 11:59:50
90,17,97,36.4,2021/03/06 11:59:53
85,21,88,37,2021/03/06 11:59:56
108,16,94,37.3,2021/03/06 11:59:59
71,16,90,36.5,2021/03/06 12:00:02
113,22,93,37,2021/03/06 12:00:05
83,24,92,36.3,2021/03/06 12:00:08
85,20,95,36.5,2021/03/06 12:00:11
103,22,95,37.4,2021/03/06 12:00:14
110,18,90,36.4,2021/03/06 12:00:17
92,15,90,37.7,2021/03/06 12:00:20
104,21,90,36.9,2021/03/06 12:00:23
90,22,91,36.4,2021/03/06 12:00:26
97,18,94,37.6,2021/03/06 12:00:29
91,17,94,36.8,2021/03/06 12:00:32
76,19,98,36.9,2021/03/06 12:00:35
68,16,93,36.1,2021/03/06 12:00:38
72,18,95,36.4,2021/03/06 12:00:41
80,18,98,37.3,2021/03/06 12:00:44
86,17,98,37.6,2021/03/06 12:00:47
89,19,95,36.1,2021/03/06 12:00:50
75,22,99,36.8,2021/03/06 12:00:53
109,18,94,38,2021/03/06 12:00:56
84,20,95,37.9,2021/03/06 12:00:59
98,19,91,37.7,2021/03/06 12:01:02
63,15,96,36.8,2021/03/06 12:01:05
71,18,93,37.8,2021/03/06 12:01:08
99,16,90,37.4,2021/03/06 12:01:11
90,16,90,37.4,2021/03/06 12:01:14
103,20,99,37.5,2021/03/06 12:01:17
86,18,92,37.9,2021/03/06 12:01:20
68,20,97,36.1,2021/03/06 12:01:23
80,18,94,37.4,2021/03/06 12:01:26
90,20,93,36.8,2021/03/06 12:01:29
103,16,90,37.5,2021/03/06 12:01:32
86,18,95,37.1,2021/03/06 12:01:35
84,18,93,37.3,2021/03/06 12:01:38
114,19,92,36.3,2021/03/06 12:01:41
98,17,89,37.9,2021/03/06 12:01:44
103,20,94,37,2021/03/06 12:01:47
101,16,94,36.9,2021/03/06 12:01:50
113,20,96,36.1,2021/03/06 12:01:53
68,19,96,37.6,2021/03/06 12:01:56
68,16,90,36.6,2021/03/06 12:01:59
106,20,97,36.4,2021/03/06 12:02:02
73,13,99,36.8,2021/03/06 12:02:05
70,21,95,37.1,2021/03/06 12:02:08
76,21,93,37.6,2021/03/06 12:02:11
100,19,97,37.6,2021/03/06 12:02:14
78,21,89,37.6,2021/03/06 12:02:17
109,21,89,36.4,2021/03/06 12:02:20
110,19,98,37.5,2021/03/06 12:02:23
83,16,94,36.1,2021/03/06 12:02:26
90,19,90,36.6,2021/03/06 12:02:29
77,23,90,37.8,2021/03/06 12:02:32
85,22,90,36.7,2021/03/06 12:02:35
94,18,99,37,2021/03/06 12:02:38
91,16,94,37.6,2021/03/06 12:02:41
95,16,92,37.8,2021/03/06 12:02:44
108,19,94,37,2021/03/06 12:02:47
102,16,90,37.8,2021/03/06 12:02:50
88,13,89,37.3,2021/03/06 12:02:53
98,15,89,37.2,2021/03/06 12:02:56
82,19,93,38,2021/03/06 12:02:59
71,13,99,36.2,2021/03/06 12:03:02
99,16,97,36.6,2021/03/06 12:03:05
78,20,94,37.5,2021/03/06 12:03:08
77,23,90,37,2021/03/06 12:03:11
78,21,95,37.4,2021/03/06 12:03:14
97,22,95,37.1,2021/03/06 12:03:17
98,15,88,36.8,2021/03/06 12:03:20
79,22,92,37.8,2021/03/06 12:03:23
84,17,93,36.1,2021/03/06 12:03:26
94,15,90,36,2021/03/06 12:03:29
101,15,90,37.8,2021/03/06 12:03:32
80,17,95,37.7,2021/03/06 12:03:35
75,22,92,37.5,2021/03/06 12:03:38
83,23,95,36.3,2021/03/06 12:03:41
104,22,93,37.6,2021/03/06 12:03:44
109,21,96,36.8,2021/03/06 12:03:47
91,17,94,36.9,2021/03/06 12:03:50
89,14,90,36.8,2021/03/06 12:03:53
109,16,98,36.5,2021/03/06 12:03:56
105,17,94,37.5,2021/03/06 12:03:59
67,17,97,36,2021/03/06 12:04:02
103,23,98,36,2021/03/06 12:04:05
74,16,94,36.1,2021/03/06 12:04:08
109,20,95,36.7,2021/03/06 12:04:11
98,20,90,36.6,2021/03/06 12:04:14
87,22,91,37.1,2021/03/06 12:04:17
78,17,90,36.1,2021/03/06 12:04:20
88,21,92,37.2,2021/03/06 12:04:23
77,17,95,36.8,2021/03/06 12:04:26
87,20,97,36,2021/03/06 12:04:29
81,20,96,37.2,2021/03/06 12:04:32
87,16,90,36.8,2021/03/06 12:04:35
112,20,96,36.8,2021/03/06 12:04:38
66,15,94,36.6,2021/03/06 12:04:41
74,18,93,36.9,2021/03/06 12:04:44
87,17,91,37.7,2021/03/06 12:04:47
108,18,97,36.3,2021/03/06 12:04:50
85,18,99,36.9,2021/03/06 12:04:53
86,16,91,36.5,2021/03/06 12:04:56
108,18,90,37.9,2021/03/06 12:04:59
109,20,89,36.3,2021/03/06 12:05:02
78,17,91,36,2021/03/06 12:05:05
71,21,91,37.2,2021/03/06 12:05:08
95,17,96,36.7,2021/03/06 12:05:11
111,19,92,36.2,2021/03/06 12:05:14
66,15,95,36.3,2021/03/06 12:05:17
91,17,91,36.9,2021/03/06 12:05:20
79,16,90,36.3,2021/03/06 12:05:23
111,16,94,37.5,2021/03/06 12:05:26
85,15,88,37.3,2021/03/06 12:05:29
107,20,92,37.8,2021/03/06 12:05:32
73,15,89,37.3,2021/03/06 12:05:35
74,15,99,36.2,2021/03/06 12:05:38
89,18,95,36.4,2021/03/06 12:05:41
103,18,91,37.9,2021/03/06 12:05:44
67,14,95,36.9,2021/03/06 12:05:47
109,19,97,36.7,2021/03/06 12:05:50
92,17,98,37.5,2021/03/06 12:05:53
71,16,97,36.5,2021/03/06 12:05:56
75,15,89,37.4,2021/03/06 12:05:59
98,19,95,36.1,2021/03/06 12:06:02
97,20,91,37.6,2021/03/06 12:06:05
75,17,97,37.9,2021/03/06 12:06:08
75,19,92,36.5,2021/03/06 12:06:11
88,13,95,37.2,2021/03/06 12:06:14
86,17,95,36.5,2021/03/06 12:06:17
75,16,94,36.2,2021/03/06 12:06:20
115,15,89,36.3,2021/03/06 12:06:23
91,17,89,36.2,2021/03/06 12:06:26
78,20,99,37.2,2021/03/06 12:06:29
109,24,99,36.7,2021/03/06 12:06:32
81,23,92,36.2,2021/03/06 12:06:35
93,19,92,37.7,2021/03/06 12:06:38
71,18,95,37.7,2021/03/06 12:06:41
110,22,96,37.3,2021/03/06 12:06:44
69,21,92,38,2021/03/06 12:06:47
101,22,90,36.8,2021/03/06 12:06:50
94,16,92,36.7,2021/03/06 12:06:53
107,15,98,36.5,2021/03/06 12:06:56
99,17,95,38,2021/03/06 12:06:59
84,16,95,37.6,2021/03/06 12:07:02
94,18,99,37.9,2021/03/06 12:07:05
79,21,92,37.9,2021/03/06 12:07:08
62,19,89,37.7,2021/03/06 12:07:11
89,23,93,37.2,2021/03/06 12:07:14
78,14,96,36.4,2021/03/06 12:07:17
106,20,98,37,2021/03/06 12:07:20
95,16,98,36.2,2021/03/06 12:07:23
106,19,91,36.5,2021/03/06 12:07:26
77,18,97,37.6,2021/03/06 12:07:29
74,21,92,37.8,2021/03/06 12:07:32
103,13,92,36.8,2021/03/06 12:07:35
73,21,89,36.2,2021/03/06 12:07:38
78,20,92,37.2,2021/03/06 12:07:41
79,23,89,37.5,2021/03/06 12:07:44
110,21,92,36.3,2021/03/06 12:07:47
83,18,90,36.3,2021/03/06 12:07:50
86,17,94,37.9,2021/03/06 12:07:53
77,13,95,36.6,2021/03/06 12:07:56
90,18,98,37.1,2021/03/06 12:07:59
108,16,94,37.4,2021/03/06 12:08:02
72,16,94,36.3,2021/03/06 12:08:05
104,17,97,36.2,2021/03/06 12:08:08
104,18,98,37.4,2021/03/06 12:08:11
82,18,95,36.8,2021/03/06 12:08:14
96,22,94,36.1,2021/03/06 12:08:17
94,15,93,36.8,2021/03/06 12:08:20
74,18,90,36.8,2021/03/06 12:08:23
64,22,91,36.6,2021/03/06 12:08:26
82,24,96,36.7,2021/03/06 12:08:29
96,15,92,36.1,2021/03/06 12:08:32
108,15,97,37.5,2021/03/06 12:08:35
93,20,96,36,2021/03/06 12:08:38
68,19,92,37,2021/03/06 12:08:41
85,22,95,36.1,2021/03/06 12:08:44
83,13,89,36.9,2021/03/06 12:08:47
73,16,91,36,2021/03/06 12:08:50
98,19,94,37.2,2021/03/06 12:08:53
71,21,96,37.7,2021/03/06 12:08:56
72,18,91,36.1,2021/03/06 12:08:59
105,21,94,36.4,2021/03/06 12:09:02
96,19,90,37.9,2021/03/06 12:09:05
84,22,90,37.4,2021/03/06 12:09:08
99,17,94,36,2021/03/06 12:09:11
76,19,90,37,2021/03/06 12:09:14
112,21,94,36.3,2021/03/06 12:09:17
67,22,90,36.1,2021/03/06 12:09:20
102,23,91,36.6,2021/03/06 12:09:23
73,22,98,37.7,2021/03/06 12:09:26
108,22,90,37.7,2021/03/06 12:09:29
69,15,92,36.1,2021/03/06 12:09:32
